,Group,Sample,BW,dpi,BT,pred_y,CI_upper,CI_lower
288,바이러스 접종군,V10,24.02,4,37.0,24.947295877396847,25.54946881971925,24.345122935074443
289,바이러스 접종군,V11,21.01,4,35.6,24.229808492070585,24.83198143439299,23.62763554974818
290,바이러스 접종군,V12,21.58,4,34.9,23.871064799407453,24.473237741729857,23.26889185708505
291,바이러스 접종군,V13,21.63,4,37.2,25.0497940753006,25.651967017623004,24.447621132978195
292,바이러스 접종군,V14,23.01,4,34.7,23.768566601503704,24.370739543826108,23.1663936591813
293,바이러스 접종군,V15,22.77,4,34.5,23.66606840359995,24.268241345922355,23.063895461277546
294,바이러스 접종군,V1,22.77,4,34.5,23.66606840359995,24.268241345922355,23.063895461277546
295,바이러스 접종군,V2,22.77,4,34.5,23.66606840359995,24.268241345922355,23.063895461277546
296,바이러스 접종군,V3,22.77,4,34.5,23.66606840359995,24.268241345922355,23.063895461277546
297,바이러스 접종군,V4,22.77,4,34.5,23.66606840359995,24.268241345922355,23.063895461277546
298,바이러스 접종군,V5,22.77,4,34.5,23.66606840359995,24.268241345922355,23.063895461277546
299,바이러스 접종군,V6,20.85,4,36.2,24.53730308578184,25.139476028104244,23.935130143459435
300,바이러스 접종군,V7,21.33,4,34.9,23.871064799407453,24.473237741729857,23.26889185708505
301,바이러스 접종군,V8,21.39,4,33.4,23.102328315129316,23.70450125745172,22.500155372806912
302,바이러스 접종군,V9,24.0,4,35.2,24.024812096263084,24.626985038585488,23.42263915394068
303,바이러스 접종군,V10,24.02,4,37.0,24.947295877396847,25.54946881971925,24.345122935074443
304,바이러스 접종군,V1,24.02,4,37.0,24.947295877396847,25.54946881971925,24.345122935074443
305,바이러스 접종군,V2,24.02,4,37.0,24.947295877396847,25.54946881971925,24.345122935074443
306,바이러스 접종군,V3,24.02,4,37.0,24.947295877396847,25.54946881971925,24.345122935074443
307,바이러스 접종군,V4,24.02,4,37.0,24.947295877396847,25.54946881971925,24.345122935074443
308,바이러스 접종군,V5,24.02,4,37.0,24.947295877396847,25.54946881971925,24.345122935074443
309,바이러스 접종군,V6,20.0,4,32.7,22.743584622466187,23.34575756478859,22.141411680143783
310,바이러스 접종군,V7,16.3,4,34.3,23.563570205696198,24.165743148018603,22.961397263373794
311,바이러스 접종군,V8,18.9,4,31.9,22.333591830851176,22.93576477317358,21.731418888528772
312,바이러스 접종군,V9,15.5,4,25.7,19.156147695834875,19.75832063815728,18.55397475351247
313,바이러스 접종군,V10,18.8,4,26.6,19.61738958640176,20.219562528724165,19.015216644079356
314,바이러스 접종군,V1,18.8,4,26.6,19.61738958640176,20.219562528724165,19.015216644079356
315,바이러스 접종군,V2,22.6,4,38.0,25.459786866915604,26.061959809238008,24.8576139245932
316,바이러스 접종군,V3,24.1,4,37.8,25.35728866901185,25.959461611334255,24.755115726689446
317,바이러스 접종군,V4,22.0,4,38.2,25.562285064819356,26.16445800714176,24.96011212249695
318,바이러스 접종군,V5,22.0,4,38.2,25.562285064819356,26.16445800714176,24.96011212249695
319,바이러스 접종군,V6,22.0,4,38.2,25.562285064819356,26.16445800714176,24.96011212249695
320,바이러스 접종군,V1,22.0,4,38.2,25.562285064819356,26.16445800714176,24.96011212249695
321,바이러스 접종군,V2,22.0,4,38.2,25.562285064819356,26.16445800714176,24.96011212249695
322,바이러스 접종군,V3,22.0,4,38.2,25.562285064819356,26.16445800714176,24.96011212249695
323,바이러스 접종군,V4,22.0,4,38.2,25.562285064819356,26.16445800714176,24.96011212249695
324,바이러스 접종군,V5,22.0,4,38.2,25.562285064819356,26.16445800714176,24.96011212249695
325,바이러스 접종군,V6,23.4,4,36.1,24.486053986829965,25.08822692915237,23.88388104450756
326,바이러스 접종군,V7,22.1,4,35.3,24.076061195214955,24.67823413753736,23.47388825289255
327,바이러스 접종군,V8,22.8,4,35.5,24.178559393118707,24.78073233544111,23.576386450796303
328,바이러스 접종군,V9,26.2,4,35.4,24.127310294166833,24.729483236489237,23.52513735184443
329,바이러스 접종군,V10,24.2,4,35.3,24.076061195214955,24.67823413753736,23.47388825289255
330,바이러스 접종군,V1,21.73,5,38.0,25.459786866915604,26.061959809238008,24.8576139245932
331,바이러스 접종군,V2,25.32,5,37.0,24.947295877396847,25.54946881971925,24.345122935074443
332,바이러스 접종군,V3,27.0,5,37.3,25.10104317425247,25.703216116574875,24.498870231930066
333,바이러스 접종군,V4,26.33,5,37.5,25.203541372156227,25.80571431447863,24.601368429833823
334,바이러스 접종군,V5,26.0,5,37.8,25.35728866901185,25.959461611334255,24.755115726689446
335,바이러스 접종군,V6,29.59,5,36.6,24.742299481589345,25.34447242391175,24.14012653926694
336,바이러스 접종군,V7,29.69,5,37.4,25.15229227320435,25.754465215526753,24.550119330881945
337,바이러스 접종군,V8,23.66,5,36.2,24.53730308578184,25.139476028104244,23.935130143459435
338,바이러스 접종군,V9,26.71,5,36.2,24.53730308578184,25.139476028104244,23.935130143459435
339,바이러스 접종군,V10,25.72,5,37.0,24.947295877396847,25.54946881971925,24.345122935074443
340,바이러스 접종군,V11,26.13,5,36.0,24.434804887878087,25.03697783020049,23.832631945555683
341,바이러스 접종군,V12,27.33,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
342,바이러스 접종군,V13,27.14,5,36.7,24.79354858054122,25.395721522863624,24.191375638218815
343,바이러스 접종군,V14,27.02,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
344,바이러스 접종군,V15,28.75,5,35.3,24.076061195214955,24.67823413753736,23.47388825289255
345,바이러스 접종군,V1,28.75,5,35.3,24.076061195214955,24.67823413753736,23.47388825289255
346,바이러스 접종군,V2,28.75,5,35.3,24.076061195214955,24.67823413753736,23.47388825289255
347,바이러스 접종군,V3,28.75,5,35.3,24.076061195214955,24.67823413753736,23.47388825289255
348,바이러스 접종군,V4,28.75,5,35.3,24.076061195214955,24.67823413753736,23.47388825289255
349,바이러스 접종군,V5,28.75,5,35.3,24.076061195214955,24.67823413753736,23.47388825289255
350,바이러스 접종군,V6,19.4,5,32.3,22.538588226658682,23.140761168981086,21.936415284336277
351,바이러스 접종군,V7,20.26,5,32.3,22.538588226658682,23.140761168981086,21.936415284336277
352,바이러스 접종군,V8,22.32,5,33.0,22.897331919321815,23.49950486164422,22.29515897699941
353,바이러스 접종군,V9,22.1,5,35.0,23.92231389835933,24.524486840681735,23.320140956036926
354,바이러스 접종군,V10,23.01,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
355,바이러스 접종군,V11,20.16,5,30.2,21.46235714866929,22.064530090991695,20.860184206346887
356,바이러스 접종군,V12,20.36,5,35.5,24.178559393118707,24.78073233544111,23.576386450796303
357,바이러스 접종군,V13,20.73,5,33.6,23.20482651303307,23.806999455355474,22.602653570710665
358,바이러스 접종군,V14,21.88,5,35.4,24.127310294166833,24.729483236489237,23.52513735184443
359,바이러스 접종군,V15,21.58,5,33.8,23.30732471093682,23.909497653259223,22.705151768614414
360,바이러스 접종군,V1,21.58,5,33.8,23.30732471093682,23.909497653259223,22.705151768614414
361,바이러스 접종군,V2,21.58,5,33.8,23.30732471093682,23.909497653259223,22.705151768614414
362,바이러스 접종군,V3,21.58,5,33.8,23.30732471093682,23.909497653259223,22.705151768614414
363,바이러스 접종군,V4,21.58,5,33.8,23.30732471093682,23.909497653259223,22.705151768614414
364,바이러스 접종군,V5,21.58,5,33.8,23.30732471093682,23.909497653259223,22.705151768614414
365,바이러스 접종군,V6,19.4,5,32.3,22.538588226658682,23.140761168981086,21.936415284336277
366,바이러스 접종군,V7,20.26,5,32.3,22.538588226658682,23.140761168981086,21.936415284336277
367,바이러스 접종군,V8,22.32,5,33.0,22.897331919321815,23.49950486164422,22.29515897699941
368,바이러스 접종군,V9,22.1,5,35.0,23.92231389835933,24.524486840681735,23.320140956036926
369,바이러스 접종군,V10,23.02,5,35.8,24.332306689974335,24.93447963229674,23.73013374765193
370,바이러스 접종군,V1,23.02,5,35.8,24.332306689974335,24.93447963229674,23.73013374765193
371,바이러스 접종군,V2,23.02,5,35.8,24.332306689974335,24.93447963229674,23.73013374765193
372,바이러스 접종군,V3,23.02,5,35.8,24.332306689974335,24.93447963229674,23.73013374765193
373,바이러스 접종군,V4,23.02,5,35.8,24.332306689974335,24.93447963229674,23.73013374765193
374,바이러스 접종군,V5,23.02,5,35.8,24.332306689974335,24.93447963229674,23.73013374765193
375,바이러스 접종군,V6,19.4,5,20.5,16.491194550337333,17.093367492659738,15.889021608014929
376,바이러스 접종군,V7,15.0,5,27.6,20.129880575920517,20.73205351824292,19.527707633598112
377,바이러스 접종군,V8,18.4,5,23.4,17.97741841994173,18.579591362264136,17.375245477619327
378,바이러스 접종군,V9,15.3,5,19.7,16.081201758722326,16.68337470104473,15.479028816399921
379,바이러스 접종군,V10,18.3,5,22.8,17.66992382623048,18.272096768552885,17.067750883908076
380,바이러스 접종군,V1,18.3,5,22.8,17.66992382623048,18.272096768552885,17.067750883908076
381,바이러스 접종군,V2,20.9,5,33.7,23.256075611984944,23.858248554307348,22.65390266966254
382,바이러스 접종군,V3,22.6,5,37.0,24.947295877396847,25.54946881971925,24.345122935074443
383,바이러스 접종군,V4,20.4,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
384,바이러스 접종군,V5,20.4,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
385,바이러스 접종군,V6,20.4,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
386,바이러스 접종군,V1,20.4,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
387,바이러스 접종군,V2,20.4,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
388,바이러스 접종군,V3,20.4,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
389,바이러스 접종군,V4,20.4,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
390,바이러스 접종군,V5,20.4,5,35.7,24.281057591022464,24.883230533344868,23.67888464870006
391,바이러스 접종군,V6,22.5,5,36.9,24.89604677844497,25.498219720767374,24.293873836122565
392,바이러스 접종군,V7,20.3,5,34.9,23.871064799407453,24.473237741729857,23.26889185708505
393,바이러스 접종군,V8,21.3,5,34.8,23.819815700455578,24.421988642777983,23.217642758133174
394,바이러스 접종군,V9,22.7,5,34.7,23.768566601503704,24.370739543826108,23.1663936591813
395,바이러스 접종군,V10,21.3,5,35.5,24.178559393118707,24.78073233544111,23.576386450796303
396,바이러스 접종군,V1,21.3,6,35.5,24.178559393118707,24.78073233544111,23.576386450796303
397,바이러스 접종군,V2,21.3,6,35.5,24.178559393118707,24.78073233544111,23.576386450796303
398,바이러스 접종군,V3,21.3,6,35.5,24.178559393118707,24.78073233544111,23.576386450796303
399,바이러스 접종군,V4,21.3,6,35.5,24.178559393118707,24.78073233544111,23.576386450796303
400,바이러스 접종군,V5,21.3,6,35.5,24.178559393118707,24.78073233544111,23.576386450796303
401,바이러스 접종군,V6,29.37,6,36.6,24.742299481589345,25.34447242391175,24.14012653926694
402,바이러스 접종군,V7,26.8,6,35.9,24.383555788926213,24.985728731248617,23.781382846603808
403,바이러스 접종군,V8,23.42,6,36.2,24.53730308578184,25.139476028104244,23.935130143459435
404,바이러스 접종군,V9,26.54,6,36.5,24.691050382637467,25.29322332495987,24.088877440315063
405,바이러스 접종군,V10,26.36,6,36.9,24.89604677844497,25.498219720767374,24.293873836122565
406,바이러스 접종군,V11,26.17,6,37.7,25.30603957005998,25.908212512382384,24.703866627737575
407,바이러스 접종군,V12,27.1,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
408,바이러스 접종군,V13,26.77,6,37.2,25.0497940753006,25.651967017623004,24.447621132978195
409,바이러스 접종군,V14,25.98,6,37.6,25.2547904711081,25.856963413430506,24.652617528785697
410,바이러스 접종군,V15,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
411,바이러스 접종군,V1,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
412,바이러스 접종군,V2,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
413,바이러스 접종군,V3,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
414,바이러스 접종군,V4,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
415,바이러스 접종군,V5,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
416,바이러스 접종군,V6,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
417,바이러스 접종군,V7,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
418,바이러스 접종군,V8,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
419,바이러스 접종군,V9,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
420,바이러스 접종군,V10,28.14,6,37.3,25.10104317425247,25.703216116574875,24.498870231930066
421,바이러스 접종군,V11,19.03,6,26.2,19.412393190594255,20.01456613291666,18.81022024827185
422,바이러스 접종군,V12,18.06,6,31.8,22.282342731899302,22.884515674221706,21.680169789576897
423,바이러스 접종군,V13,20.21,6,32.7,22.743584622466187,23.34575756478859,22.141411680143783
424,바이러스 접종군,V14,19.33,6,22.4,17.464927430422975,18.06710037274538,16.86275448810057
425,바이러스 접종군,V15,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
426,바이러스 접종군,V1,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
427,바이러스 접종군,V2,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
428,바이러스 접종군,V3,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
429,바이러스 접종군,V4,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
430,바이러스 접종군,V5,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
431,바이러스 접종군,V6,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
432,바이러스 접종군,V7,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
433,바이러스 접종군,V8,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
434,바이러스 접종군,V9,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
435,바이러스 접종군,V10,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
436,바이러스 접종군,V1,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
437,바이러스 접종군,V2,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
438,바이러스 접종군,V3,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
439,바이러스 접종군,V4,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
440,바이러스 접종군,V5,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
441,바이러스 접종군,V6,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
442,바이러스 접종군,V7,20.28,6,28.4,20.539873367535524,21.14204630985793,19.93770042521312
443,바이러스 접종군,V8,18.2,6,20.3,16.388696352433584,16.99086929475599,15.78652341011118
444,바이러스 접종군,V9,18.2,6,20.3,16.388696352433584,16.99086929475599,15.78652341011118
445,바이러스 접종군,V10,18.2,6,20.3,16.388696352433584,16.99086929475599,15.78652341011118
446,바이러스 접종군,V1,18.2,6,20.3,16.388696352433584,16.99086929475599,15.78652341011118
447,바이러스 접종군,V2,19.7,6,26.8,19.719887784305513,20.322060726627917,19.11771484198311
448,바이러스 접종군,V3,21.4,6,26.8,19.719887784305513,20.322060726627917,19.11771484198311
449,바이러스 접종군,V4,19.7,6,28.6,20.642371565439277,21.24454450776168,20.040198623116872
450,바이러스 접종군,V5,19.7,6,28.6,20.642371565439277,21.24454450776168,20.040198623116872
451,바이러스 접종군,V6,19.7,6,28.6,20.642371565439277,21.24454450776168,20.040198623116872
452,바이러스 접종군,V1,19.7,6,28.6,20.642371565439277,21.24454450776168,20.040198623116872
453,바이러스 접종군,V2,19.7,6,28.6,20.642371565439277,21.24454450776168,20.040198623116872
454,바이러스 접종군,V3,19.7,6,28.6,20.642371565439277,21.24454450776168,20.040198623116872
455,바이러스 접종군,V4,19.7,6,28.6,20.642371565439277,21.24454450776168,20.040198623116872
456,바이러스 접종군,V5,19.7,6,28.6,20.642371565439277,21.24454450776168,20.040198623116872
457,바이러스 접종군,V6,21.5,6,37.2,25.0497940753006,25.651967017623004,24.447621132978195
458,바이러스 접종군,V7,19.0,6,34.3,23.563570205696198,24.165743148018603,22.961397263373794
459,바이러스 접종군,V8,20.3,6,35.2,24.024812096263084,24.626985038585488,23.42263915394068
460,바이러스 접종군,V9,21.0,6,37.5,25.203541372156227,25.80571431447863,24.601368429833823
461,바이러스 접종군,V10,19.4,6,37.4,25.15229227320435,25.754465215526753,24.550119330881945
462,바이러스 접종군,V1,19.4,7,37.4,25.15229227320435,25.754465215526753,24.550119330881945
463,바이러스 접종군,V2,19.4,7,37.4,25.15229227320435,25.754465215526753,24.550119330881945
464,바이러스 접종군,V3,19.4,7,37.4,25.15229227320435,25.754465215526753,24.550119330881945
465,바이러스 접종군,V4,19.4,7,37.4,25.15229227320435,25.754465215526753,24.550119330881945
466,바이러스 접종군,V5,19.4,7,37.4,25.15229227320435,25.754465215526753,24.550119330881945
467,바이러스 접종군,V6,29.41,7,35.4,24.127310294166833,24.729483236489237,23.52513735184443
468,바이러스 접종군,V7,25.45,7,31.3,22.026097237139926,22.62827017946233,21.42392429481752
469,바이러스 접종군,V8,23.76,7,36.0,24.434804887878087,25.03697783020049,23.832631945555683
470,바이러스 접종군,V9,26.77,7,36.5,24.691050382637467,25.29322332495987,24.088877440315063
471,바이러스 접종군,V10,24.97,7,37.4,25.15229227320435,25.754465215526753,24.550119330881945
472,바이러스 접종군,V11,24.93,7,35.7,24.281057591022464,24.883230533344868,23.67888464870006
473,바이러스 접종군,V12,26.0,7,37.3,25.10104317425247,25.703216116574875,24.498870231930066
474,바이러스 접종군,V13,24.46,7,33.2,22.999830117225567,23.60200305954797,22.397657174903163
475,바이러스 접종군,V14,25.59,7,36.3,24.588552184733715,25.19072512705612,23.98637924241131
476,바이러스 접종군,V15,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
477,바이러스 접종군,V1,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
478,바이러스 접종군,V2,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
479,바이러스 접종군,V3,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
480,바이러스 접종군,V4,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
481,바이러스 접종군,V5,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
482,바이러스 접종군,V6,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
483,바이러스 접종군,V7,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
484,바이러스 접종군,V8,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
485,바이러스 접종군,V9,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
486,바이러스 접종군,V10,27.5,7,36.2,24.53730308578184,25.139476028104244,23.935130143459435
487,바이러스 접종군,V11,18.78,7,22.6,17.567425628326724,18.16959857064913,16.96525268600432
488,바이러스 접종군,V12,18.18,7,26.9,19.771136883257384,20.37330982557979,19.16896394093498
489,바이러스 접종군,V13,19.13,7,23.0,17.77242202413423,18.374594966456634,17.170249081811825
490,바이러스 접종군,V14,19.56,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
491,바이러스 접종군,V15,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
492,바이러스 접종군,V1,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
493,바이러스 접종군,V2,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
494,바이러스 접종군,V3,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
495,바이러스 접종군,V4,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
496,바이러스 접종군,V5,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
497,바이러스 접종군,V6,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
498,바이러스 접종군,V7,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
499,바이러스 접종군,V8,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
500,바이러스 접종군,V9,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
501,바이러스 접종군,V10,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
502,바이러스 접종군,V1,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
503,바이러스 접종군,V2,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
504,바이러스 접종군,V3,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
505,바이러스 접종군,V4,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
506,바이러스 접종군,V5,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
507,바이러스 접종군,V6,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
508,바이러스 접종군,V7,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
509,바이러스 접종군,V8,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
510,바이러스 접종군,V9,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
511,바이러스 접종군,V10,19.97,7,25.4,19.002400398979248,19.604573341301652,18.400227456656843
512,바이러스 접종군,V6,22.7,7,38.1,25.51103596586748,26.113208908189886,24.908863023545077
513,바이러스 접종군,V7,19.2,7,36.1,24.486053986829965,25.08822692915237,23.88388104450756
514,바이러스 접종군,V8,20.0,7,35.9,24.383555788926213,24.985728731248617,23.781382846603808
515,바이러스 접종군,V9,19.6,7,34.8,23.819815700455578,24.421988642777983,23.217642758133174
516,바이러스 접종군,V10,18.0,7,31.9,22.333591830851176,22.93576477317358,21.731418888528772
517,바이러스 접종군,V1,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
518,바이러스 접종군,V2,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
519,바이러스 접종군,V3,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
520,바이러스 접종군,V4,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
521,바이러스 접종군,V5,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
522,바이러스 접종군,V6,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
523,바이러스 접종군,V7,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
524,바이러스 접종군,V8,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
525,바이러스 접종군,V9,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
526,바이러스 접종군,V10,18.0,8,31.9,22.333591830851176,22.93576477317358,21.731418888528772
527,바이러스 접종군,V11,24.27,8,35.8,24.332306689974335,24.93447963229674,23.73013374765193
528,바이러스 접종군,V12,26.33,8,36.6,24.742299481589345,25.34447242391175,24.14012653926694
529,바이러스 접종군,V13,23.68,8,28.4,20.539873367535524,21.14204630985793,19.93770042521312
530,바이러스 접종군,V14,25.13,8,36.1,24.486053986829965,25.08822692915237,23.88388104450756
531,바이러스 접종군,V15,26.57,8,36.0,24.434804887878087,25.03697783020049,23.832631945555683
532,바이러스 접종군,V11,25.58,9,36.9,24.89604677844497,25.498219720767374,24.293873836122565
533,바이러스 접종군,V12,27.78,9,37.7,25.30603957005998,25.908212512382384,24.703866627737575
534,바이러스 접종군,V13,27.78,9,37.7,25.30603957005998,25.908212512382384,24.703866627737575
535,바이러스 접종군,V14,26.27,9,36.6,24.742299481589345,25.34447242391175,24.14012653926694
536,바이러스 접종군,V15,28.01,9,37.2,25.0497940753006,25.651967017623004,24.447621132978195
537,바이러스 접종군,V11,25.6,10,36.6,24.742299481589345,25.34447242391175,24.14012653926694
538,바이러스 접종군,V12,27.04,10,36.0,24.434804887878087,25.03697783020049,23.832631945555683
539,바이러스 접종군,V13,27.04,10,36.0,24.434804887878087,25.03697783020049,23.832631945555683
540,바이러스 접종군,V14,26.46,10,36.1,24.486053986829965,25.08822692915237,23.88388104450756
541,바이러스 접종군,V15,28.19,10,36.8,24.844797679493094,25.4469706218155,24.24262473717069
542,바이러스 접종군,V11,25.53,11,36.9,24.89604677844497,25.498219720767374,24.293873836122565
543,바이러스 접종군,V12,27.2,11,36.6,24.742299481589345,25.34447242391175,24.14012653926694
544,바이러스 접종군,V13,27.2,11,36.6,24.742299481589345,25.34447242391175,24.14012653926694
545,바이러스 접종군,V14,26.6,11,36.5,24.691050382637467,25.29322332495987,24.088877440315063
546,바이러스 접종군,V15,28.56,11,37.2,25.0497940753006,25.651967017623004,24.447621132978195
547,바이러스 접종군,V11,25.85,12,37.1,24.99854497634872,25.600717918671126,24.396372034026317
548,바이러스 접종군,V12,27.85,12,37.0,24.947295877396847,25.54946881971925,24.345122935074443
549,바이러스 접종군,V13,27.85,12,37.0,24.947295877396847,25.54946881971925,24.345122935074443
550,바이러스 접종군,V14,26.68,12,37.1,24.99854497634872,25.600717918671126,24.396372034026317
551,바이러스 접종군,V15,28.14,12,35.3,24.076061195214955,24.67823413753736,23.47388825289255
552,바이러스 접종군,V11,26.43,13,37.0,24.947295877396847,25.54946881971925,24.345122935074443
553,바이러스 접종군,V12,28.01,13,36.0,24.434804887878087,25.03697783020049,23.832631945555683
554,바이러스 접종군,V13,28.01,13,36.0,24.434804887878087,25.03697783020049,23.832631945555683
555,바이러스 접종군,V14,26.99,13,36.0,24.434804887878087,25.03697783020049,23.832631945555683
556,바이러스 접종군,V15,28.1,13,34.0,23.40982290884057,24.011995851162975,22.807649966518166
557,바이러스 접종군,V11,26.0,14,37.5,25.203541372156227,25.80571431447863,24.601368429833823
558,바이러스 접종군,V12,28.2,14,37.6,25.2547904711081,25.856963413430506,24.652617528785697
559,바이러스 접종군,V13,28.2,14,37.6,25.2547904711081,25.856963413430506,24.652617528785697
560,바이러스 접종군,V14,27.15,14,37.5,25.203541372156227,25.80571431447863,24.601368429833823
561,바이러스 접종군,V15,28.2,14,34.7,23.768566601503704,24.370739543826108,23.1663936591813
