,Group,Sample,BW,dpi,BT,pred_y,CI_lower,CI_upper
382,바이러스+치료제,TL8,20.4,7,23.2,17.87492022203798,17.257010255804637,18.49283018827132
355,바이러스+치료제,TH7,18.59,6,23.4,17.97741841994173,17.3688612666314,18.585975573252064
363,바이러스+치료제,TL11,20.03,6,23.5,18.02866751889361,17.424782370816313,18.6325526669709
384,바이러스+치료제,TL10,20.78,7,23.5,18.02866751889361,17.424782370816313,18.6325526669709
336,바이러스+치료제,TH4,20.47,5,23.8,18.18241481574924,17.592527241985326,18.772302389513147
380,바이러스+치료제,TH9,18.0,7,24.2,18.38741121155674,17.81614123011276,18.95868119300072
327,바이러스+치료제,TH10,22.1,5,24.9,18.74615490421987,18.20732441491953,19.284985393520216
388,바이러스+치료제,TH10,17.46,7,24.9,18.74615490421987,18.20732441491953,19.284985393520216
357,바이러스+치료제,TH9,18.96,6,25.4,19.002400398979248,18.48661505133452,19.518185746623978
361,바이러스+치료제,TL9,19.74,6,25.5,19.05364949793113,18.542459108207595,19.564839887654657
368,바이러스+치료제,TH11,18.0,6,25.6,19.104898596883004,18.598298176857245,19.611499016908763
360,바이러스+치료제,TL8,21.34,6,26.2,19.41239319059425,18.933219819548704,19.89156656163981
362,바이러스+치료제,TL10,21.23,6,26.8,19.719887784305516,19.267922762287643,20.171852806323383
305,바이러스+치료제,TL10,21.4,4,26.8,19.719887784305516,19.267922762287643,20.171852806323383
326,바이러스+치료제,TH9,20.0,5,27.9,20.283627872776144,19.880829952565996,20.68642579298629
367,바이러스+치료제,TH10,17.96,6,28.5,20.5911224664874,20.214646542729263,20.96759839024553
364,바이러스+치료제,TH7,22.65,6,28.7,20.69362066439115,20.32582313316616,21.06141819561614
337,바이러스+치료제,TH5,20.0,5,29.3,21.00111525810241,20.659015149705443,21.343215366499376
303,바이러스+치료제,TL8,19.0,4,29.5,21.10361345600616,20.76995211849025,21.437274793522068
321,바이러스+치료제,TH4,19.31,5,29.8,21.257360752861786,20.936221212998635,21.578500292724936
136,바이러스+치료제,TL9,22.8,1,30.3,21.51360624762117,21.212922431863245,21.814290063379087
356,바이러스+치료제,TH8,20.3,6,30.6,21.667353544476796,21.37865608216996,21.956051006783625
340,바이러스+치료제,TH8,21.0,5,31.1,21.923599039236173,21.65430806149515,22.192890016977195
331,바이러스+치료제,TL7,22.78,5,31.5,22.128595435043675,21.874222049480736,22.382968820606614
335,바이러스+치료제,TL11,21.2,5,31.8,22.282342731899305,22.038737693720723,22.52594777007788
324,바이러스+치료제,TH7,20.1,5,31.9,22.333591830851176,22.093486626711783,22.57369703499057
294,바이러스+치료제,TH5,21.52,4,32.1,22.436090028754933,22.202837929334336,22.66934212817553
328,바이러스+치료제,TL4,19.31,5,32.3,22.53858822665868,22.311979091783407,22.76519736153396
255,바이러스+치료제,TL10,23.0,3,32.8,22.79483372141806,22.583783920449704,23.00588352238641
59,바이러스+치료제,TL1,21.3,0,33.0,22.89733191932181,22.692029422630068,23.10263441601356
66,바이러스+치료제,TL8,23.8,0,33.0,22.89733191932181,22.692029422630068,23.10263441601356
332,바이러스+치료제,TL8,21.77,5,33.1,22.94858101827369,22.746038219183664,23.151123817363715
301,바이러스+치료제,TL6,15.8,4,33.3,23.05107921617744,22.853811960745706,23.24834647160917
284,바이러스+치료제,TH10,22.49,4,33.4,23.10232831512932,22.907570300268414,23.29708632999021
302,바이러스+치료제,TL7,18.1,4,33.4,23.10232831512932,22.907570300268414,23.29708632999021
273,바이러스+치료제,TL7,21.85,4,33.6,23.20482651303307,23.014812942733037,23.394840083333104
65,바이러스+치료제,TL7,24.1,0,33.6,23.20482651303307,23.014812942733037,23.394840083333104
323,바이러스+치료제,TH6,20.74,5,33.9,23.358573809888696,23.1749397290495,23.54220789072789
236,바이러스+치료제,TL5,23.69,3,33.9,23.358573809888696,23.1749397290495,23.54220789072789
64,바이러스+치료제,TL6,20.8,0,33.9,23.358573809888696,23.1749397290495,23.54220789072789
304,바이러스+치료제,TL9,16.6,4,34.0,23.40982290884057,23.228104781302594,23.591541036378548
61,바이러스+치료제,TL3,25.1,0,34.0,23.40982290884057,23.228104781302594,23.591541036378548
63,바이러스+치료제,TL5,26.5,0,34.1,23.46107200779245,23.281158802523805,23.640985213061093
231,바이러스+치료제,TH7,21.59,3,34.2,23.512321106744324,23.3340984193332,23.690543794155445
62,바이러스+치료제,TL4,28.7,0,34.3,23.5635702056962,23.386920347190948,23.74022006420145
272,바이러스+치료제,TL6,22.61,4,34.3,23.5635702056962,23.386920347190948,23.74022006420145
375,바이러스+치료제,TL12,23.23,7,34.4,23.614819304648076,23.43962141643111,23.79001719286504
264,바이러스+치료제,TL9,25.07,4,34.4,23.614819304648076,23.43962141643111,23.79001719286504
390,바이러스+치료제,TL12,21.97,8,34.4,23.614819304648076,23.43962141643111,23.79001719286504
371,바이러스+치료제,TL8,26.0,7,34.6,23.717317502551825,23.544649036818114,23.889985968285536
223,바이러스+치료제,TL7,23.87,3,34.6,23.717317502551825,23.544649036818114,23.889985968285536
174,바이러스+치료제,TL1,19.01,2,34.8,23.819815700455575,23.6491592520644,23.99047214884676
68,바이러스+치료제,TL10,26.7,0,34.8,23.819815700455575,23.6491592520644,23.99047214884676
333,바이러스+치료제,TL9,20.79,5,34.8,23.819815700455575,23.6491592520644,23.99047214884676
270,바이러스+치료제,TL15,31.03,4,34.8,23.819815700455575,23.6491592520644,23.99047214884676
139,바이러스+치료제,TL2,26.6,2,34.9,23.871064799407453,23.7012144019318,24.040915196883105
316,바이러스+치료제,TL11,28.32,5,34.9,23.871064799407453,23.7012144019318,24.040915196883105
374,바이러스+치료제,TL11,28.65,7,34.9,23.871064799407453,23.7012144019318,24.040915196883105
408,바이러스+치료제,TL15,31.24,11,34.9,23.871064799407453,23.7012144019318,24.040915196883105
60,바이러스+치료제,TL2,24.6,0,34.9,23.871064799407453,23.7012144019318,24.040915196883105
389,바이러스+치료제,TL11,25.53,8,34.9,23.871064799407453,23.7012144019318,24.040915196883105
393,바이러스+치료제,TL15,28.2,8,35.0,23.92231389835933,23.753133601067777,24.091494195650885
70,바이러스+치료제,TL2,27.02,1,35.0,23.92231389835933,23.753133601067777,24.091494195650885
258,바이러스+치료제,TL3,27.27,4,35.0,23.92231389835933,23.753133601067777,24.091494195650885
266,바이러스+치료제,TL11,28.42,4,35.0,23.92231389835933,23.753133601067777,24.091494195650885
267,바이러스+치료제,TL12,26.19,4,35.0,23.92231389835933,23.753133601067777,24.091494195650885
77,바이러스+치료제,TL9,25.24,1,35.1,23.973562997311205,23.80491522891637,24.14221076570604
320,바이러스+치료제,TL15,30.7,5,35.1,23.973562997311205,23.80491522891637,24.14221076570604
415,바이러스+치료제,TL12,25.99,13,35.1,23.973562997311205,23.80491522891637,24.14221076570604
165,바이러스+치료제,TH3,23.46,2,35.1,23.973562997311205,23.80491522891637,24.14221076570604
220,바이러스+치료제,TL15,30.46,3,35.1,23.973562997311205,23.80491522891637,24.14221076570604
71,바이러스+치료제,TL3,26.97,1,35.1,23.973562997311205,23.80491522891637,24.14221076570604
350,바이러스+치료제,TL11,28.36,6,35.1,23.973562997311205,23.80491522891637,24.14221076570604
322,바이러스+치료제,TH5,16.27,5,35.2,24.024812096263084,23.856557979221822,24.19306621330434
228,바이러스+치료제,TH4,22.98,3,35.2,24.024812096263084,23.856557979221822,24.19306621330434
69,바이러스+치료제,TL1,26.33,1,35.2,24.024812096263084,23.856557979221822,24.19306621330434
370,바이러스+치료제,TL7,26.27,7,35.2,24.024812096263084,23.856557979221822,24.19306621330434
318,바이러스+치료제,TL13,27.37,5,35.3,24.076061195214955,23.90806087574506,24.244061514684848
348,바이러스+치료제,TL9,26.27,6,35.3,24.076061195214955,23.90806087574506,24.244061514684848
378,바이러스+치료제,TL15,31.22,7,35.3,24.076061195214955,23.90806087574506,24.244061514684848
196,바이러스+치료제,TL1,19.8,2,35.3,24.076061195214955,23.90806087574506,24.244061514684848
247,바이러스+치료제,TH8,23.42,3,35.3,24.076061195214955,23.90806087574506,24.244061514684848
216,바이러스+치료제,TL11,27.88,3,35.3,24.076061195214955,23.90806087574506,24.244061514684848
313,바이러스+치료제,TL8,26.45,5,35.3,24.076061195214955,23.90806087574506,24.244061514684848
354,바이러스+치료제,TL15,30.66,6,35.3,24.076061195214955,23.90806087574506,24.244061514684848
185,바이러스+치료제,TH1,21.81,2,35.3,24.076061195214955,23.90806087574506,24.244061514684848
191,바이러스+치료제,TH7,24.18,2,35.3,24.076061195214955,23.90806087574506,24.244061514684848
319,바이러스+치료제,TL14,25.62,5,35.4,24.127310294166836,23.95942328422706,24.295197304106605
369,바이러스+치료제,TL6,20.23,7,35.4,24.127310294166836,23.95942328422706,24.295197304106605
218,바이러스+치료제,TL13,26.8,3,35.4,24.127310294166836,23.95942328422706,24.295197304106605
314,바이러스+치료제,TL9,25.76,5,35.4,24.127310294166836,23.95942328422706,24.295197304106605
312,바이러스+치료제,TL7,26.76,5,35.4,24.127310294166836,23.95942328422706,24.295197304106605
260,바이러스+치료제,TL5,25.31,4,35.4,24.127310294166836,23.95942328422706,24.295197304106605
351,바이러스+치료제,TL12,25.32,6,35.4,24.127310294166836,23.95942328422706,24.295197304106605
259,바이러스+치료제,TL4,25.0,4,35.4,24.127310294166836,23.95942328422706,24.295197304106605
146,바이러스+치료제,TL9,26.04,2,35.4,24.127310294166836,23.95942328422706,24.295197304106605
140,바이러스+치료제,TL3,26.67,2,35.4,24.127310294166836,23.95942328422706,24.295197304106605
285,바이러스+치료제,TL4,19.85,4,35.4,24.127310294166836,23.95942328422706,24.295197304106605
405,바이러스+치료제,TL12,25.76,11,35.4,24.127310294166836,23.95942328422706,24.295197304106605
299,바이러스+치료제,TH10,20.67,4,35.4,24.127310294166836,23.95942328422706,24.295197304106605
225,바이러스+치료제,TL9,25.2,3,35.5,24.178559393118707,24.01064492026147,24.346473865975945
163,바이러스+치료제,TH1,23.39,2,35.5,24.178559393118707,24.01064492026147,24.346473865975945
275,바이러스+치료제,TL9,22.64,4,35.5,24.178559393118707,24.01064492026147,24.346473865975945
235,바이러스+치료제,TL4,22.19,3,35.5,24.178559393118707,24.01064492026147,24.346473865975945
164,바이러스+치료제,TH2,22.36,2,35.5,24.178559393118707,24.01064492026147,24.346473865975945
292,바이러스+치료제,TL11,22.36,4,35.5,24.178559393118707,24.01064492026147,24.346473865975945
203,바이러스+치료제,TL8,23.5,2,35.5,24.178559393118707,24.01064492026147,24.346473865975945
15,바이러스+치료제,TL1,26.79,0,35.5,24.178559393118707,24.01064492026147,24.346473865975945
75,바이러스+치료제,TL7,26.22,1,35.5,24.178559393118707,24.01064492026147,24.346473865975945
76,바이러스+치료제,TL8,26.0,1,35.5,24.178559393118707,24.01064492026147,24.346473865975945
315,바이러스+치료제,TL10,22.58,5,35.5,24.178559393118707,24.01064492026147,24.346473865975945
67,바이러스+치료제,TL9,23.1,0,35.5,24.178559393118707,24.01064492026147,24.346473865975945
372,바이러스+치료제,TL9,23.8,7,35.5,24.178559393118707,24.01064492026147,24.346473865975945
417,바이러스+치료제,TL14,25.5,13,35.5,24.178559393118707,24.01064492026147,24.346473865975945
72,바이러스+치료제,TL4,23.65,1,35.6,24.229808492070585,24.061725852850444,24.397891131290727
73,바이러스+치료제,TL5,25.24,1,35.6,24.229808492070585,24.061725852850444,24.397891131290727
251,바이러스+치료제,TL6,17.4,3,35.6,24.229808492070585,24.061725852850444,24.397891131290727
263,바이러스+치료제,TL8,26.47,4,35.6,24.229808492070585,24.061725852850444,24.397891131290727
221,바이러스+치료제,TL5,22.68,3,35.6,24.229808492070585,24.061725852850444,24.397891131290727
416,바이러스+치료제,TL13,28.24,13,35.6,24.229808492070585,24.061725852850444,24.397891131290727
317,바이러스+치료제,TL12,25.71,5,35.6,24.229808492070585,24.061725852850444,24.397891131290727
418,바이러스+치료제,TL15,31.7,13,35.6,24.229808492070585,24.061725852850444,24.397891131290727
345,바이러스+치료제,TL6,20.52,6,35.6,24.229808492070585,24.061725852850444,24.397891131290727
201,바이러스+치료제,TL6,18.0,2,35.6,24.229808492070585,24.061725852850444,24.397891131290727
329,바이러스+치료제,TL5,20.72,5,35.6,24.229808492070585,24.061725852850444,24.397891131290727
243,바이러스+치료제,TH4,24.64,3,35.7,24.281057591022464,24.112666503540467,24.44944867850446
395,바이러스+치료제,TL12,24.53,9,35.7,24.281057591022464,24.112666503540467,24.44944867850446
41,바이러스+치료제,TL5,27.46,0,35.7,24.281057591022464,24.112666503540467,24.44944867850446
250,바이러스+치료제,TH11,22.54,3,35.7,24.281057591022464,24.112666503540467,24.44944867850446
311,바이러스+치료제,TL6,20.86,5,35.7,24.281057591022464,24.112666503540467,24.44944867850446
325,바이러스+치료제,TH8,21.46,5,35.7,24.281057591022464,24.112666503540467,24.44944867850446
265,바이러스+치료제,TL10,22.46,4,35.7,24.281057591022464,24.112666503540467,24.44944867850446
217,바이러스+치료제,TL12,25.62,3,35.7,24.281057591022464,24.112666503540467,24.44944867850446
413,바이러스+치료제,TL15,31.81,12,35.7,24.281057591022464,24.112666503540467,24.44944867850446
242,바이러스+치료제,TL11,25.4,3,35.8,24.33230668997433,24.16346764116332,24.501145738785347
256,바이러스+치료제,TL1,26.18,4,35.8,24.33230668997433,24.16346764116332,24.501145738785347
151,바이러스+치료제,TL14,25.22,2,35.8,24.33230668997433,24.16346764116332,24.501145738785347
410,바이러스+치료제,TL12,25.75,12,35.8,24.33230668997433,24.16346764116332,24.501145738785347
269,바이러스+치료제,TL14,25.51,4,35.8,24.33230668997433,24.16346764116332,24.501145738785347
186,바이러스+치료제,TH2,25.01,2,35.8,24.33230668997433,24.16346764116332,24.501145738785347
276,바이러스+치료제,TL10,22.79,4,35.8,24.33230668997433,24.16346764116332,24.501145738785347
80,바이러스+치료제,TL12,26.02,1,35.8,24.33230668997433,24.16346764116332,24.501145738785347
187,바이러스+치료제,TH3,23.04,2,35.8,24.33230668997433,24.16346764116332,24.501145738785347
412,바이러스+치료제,TL14,25.03,12,35.8,24.33230668997433,24.16346764116332,24.501145738785347
349,바이러스+치료제,TL10,21.0,6,35.8,24.33230668997433,24.16346764116332,24.501145738785347
346,바이러스+치료제,TL7,29.98,6,35.8,24.33230668997433,24.16346764116332,24.501145738785347
420,바이러스+치료제,TL12,26.31,14,35.8,24.33230668997433,24.16346764116332,24.501145738785347
404,바이러스+치료제,TL11,28.45,11,35.8,24.33230668997433,24.16346764116332,24.501145738785347
254,바이러스+치료제,TL9,18.9,3,35.8,24.33230668997433,24.16346764116332,24.501145738785347
409,바이러스+치료제,TL11,28.03,12,35.9,24.383555788926213,24.21413037233436,24.552981205518066
226,바이러스+치료제,TL10,26.0,3,35.9,24.383555788926213,24.21413037233436,24.552981205518066
240,바이러스+치료제,TL9,24.12,3,35.9,24.383555788926213,24.21413037233436,24.552981205518066
245,바이러스+치료제,TH6,23.35,3,35.9,24.383555788926213,24.21413037233436,24.552981205518066
206,바이러스+치료제,TL1,26.0,3,35.9,24.383555788926213,24.21413037233436,24.552981205518066
257,바이러스+치료제,TL2,26.83,4,35.9,24.383555788926213,24.21413037233436,24.552981205518066
74,바이러스+치료제,TL6,19.84,1,35.9,24.383555788926213,24.21413037233436,24.552981205518066
300,바이러스+치료제,TH11,20.15,4,35.9,24.383555788926213,24.21413037233436,24.552981205518066
376,바이러스+치료제,TL13,25.97,7,35.9,24.383555788926213,24.21413037233436,24.552981205518066
352,바이러스+치료제,TL13,27.24,6,35.9,24.383555788926213,24.21413037233436,24.552981205518066
373,바이러스+치료제,TL10,19.27,7,35.9,24.383555788926213,24.21413037233436,24.552981205518066
40,바이러스+치료제,TL4,25.01,0,35.9,24.383555788926213,24.21413037233436,24.552981205518066
261,바이러스+치료제,TL6,21.0,4,35.9,24.383555788926213,24.21413037233436,24.552981205518066
286,바이러스+치료제,TL5,21.72,4,35.9,24.383555788926213,24.21413037233436,24.552981205518066
152,바이러스+치료제,TL15,30.66,2,35.9,24.383555788926213,24.21413037233436,24.552981205518066
78,바이러스+치료제,TL10,21.21,1,35.9,24.383555788926213,24.21413037233436,24.552981205518066
29,바이러스+치료제,TH4,25.55,0,35.9,24.383555788926213,24.21413037233436,24.552981205518066
268,바이러스+치료제,TL13,27.74,4,35.9,24.383555788926213,24.21413037233436,24.552981205518066
207,바이러스+치료제,TL2,27.0,3,36.0,24.434804887878087,24.26465612797924,24.60495364777693
219,바이러스+치료제,TL14,25.43,3,36.0,24.434804887878087,24.26465612797924,24.60495364777693
280,바이러스+치료제,TH6,21.69,4,36.0,24.434804887878087,24.26465612797924,24.60495364777693
411,바이러스+치료제,TL13,28.01,12,36.0,24.434804887878087,24.26465612797924,24.60495364777693
423,바이러스+치료제,TL15,31.65,14,36.0,24.434804887878087,24.26465612797924,24.60495364777693
407,바이러스+치료제,TL14,25.37,11,36.0,24.434804887878087,24.26465612797924,24.60495364777693
51,바이러스+치료제,TH4,25.21,0,36.0,24.434804887878087,24.26465612797924,24.60495364777693
262,바이러스+치료제,TL7,27.02,4,36.0,24.434804887878087,24.26465612797924,24.60495364777693
249,바이러스+치료제,TH10,22.17,3,36.0,24.434804887878087,24.26465612797924,24.60495364777693
52,바이러스+치료제,TH5,27.19,0,36.0,24.434804887878087,24.26465612797924,24.60495364777693
32,바이러스+치료제,TH7,25.48,0,36.1,24.486053986829965,24.315046646265927,24.657061327394004
149,바이러스+치료제,TL12,25.8,2,36.1,24.486053986829965,24.315046646265927,24.657061327394004
82,바이러스+치료제,TL14,25.49,1,36.1,24.486053986829965,24.315046646265927,24.657061327394004
353,바이러스+치료제,TL14,25.73,6,36.1,24.486053986829965,24.315046646265927,24.657061327394004
391,바이러스+치료제,TL13,24.02,8,36.1,24.486053986829965,24.315046646265927,24.657061327394004
341,바이러스+치료제,TH9,23.51,5,36.1,24.486053986829965,24.315046646265927,24.657061327394004
377,바이러스+치료제,TL14,25.17,7,36.1,24.486053986829965,24.315046646265927,24.657061327394004
343,바이러스+치료제,TH11,19.02,5,36.1,24.486053986829965,24.315046646265927,24.657061327394004
197,바이러스+치료제,TL2,23.4,2,36.1,24.486053986829965,24.315046646265927,24.657061327394004
198,바이러스+치료제,TL3,23.9,2,36.1,24.486053986829965,24.315046646265927,24.657061327394004
205,바이러스+치료제,TL10,25.8,2,36.2,24.53730308578184,24.36530395240515,24.70930221915853
230,바이러스+치료제,TH6,24.0,3,36.2,24.53730308578184,24.36530395240515,24.70930221915853
347,바이러스+치료제,TL8,25.58,6,36.2,24.53730308578184,24.36530395240515,24.70930221915853
234,바이러스+치료제,TH10,26.73,3,36.2,24.53730308578184,24.36530395240515,24.70930221915853
253,바이러스+치료제,TL8,20.6,3,36.2,24.53730308578184,24.36530395240515,24.70930221915853
293,바이러스+치료제,TH4,20.99,4,36.2,24.53730308578184,24.36530395240515,24.70930221915853
211,바이러스+치료제,TL6,20.31,3,36.2,24.53730308578184,24.36530395240515,24.70930221915853
33,바이러스+치료제,TH8,25.76,0,36.2,24.53730308578184,24.36530395240515,24.70930221915853
204,바이러스+치료제,TL9,19.8,2,36.2,24.53730308578184,24.36530395240515,24.70930221915853
189,바이러스+치료제,TH5,25.39,2,36.2,24.53730308578184,24.36530395240515,24.70930221915853
141,바이러스+치료제,TL4,24.0,2,36.2,24.53730308578184,24.36530395240515,24.70930221915853
147,바이러스+치료제,TL10,21.53,2,36.2,24.53730308578184,24.36530395240515,24.70930221915853
150,바이러스+치료제,TL13,27.21,2,36.2,24.53730308578184,24.36530395240515,24.70930221915853
148,바이러스+치료제,TL11,28.14,2,36.2,24.53730308578184,24.36530395240515,24.70930221915853
290,바이러스+치료제,TL9,22.0,4,36.3,24.588552184733715,24.41543033584757,24.76167403361985
244,바이러스+치료제,TH5,24.18,3,36.3,24.588552184733715,24.41543033584757,24.76167403361985
55,바이러스+치료제,TH8,24.67,0,36.3,24.588552184733715,24.41543033584757,24.76167403361985
283,바이러스+치료제,TH9,20.84,4,36.3,24.588552184733715,24.41543033584757,24.76167403361985
252,바이러스+치료제,TL7,20.3,3,36.3,24.588552184733715,24.41543033584757,24.76167403361985
238,바이러스+치료제,TL7,26.02,3,36.3,24.588552184733715,24.41543033584757,24.76167403361985
154,바이러스+치료제,TL2,24.33,2,36.3,24.588552184733715,24.41543033584757,24.76167403361985
176,바이러스+치료제,TL3,22.0,2,36.3,24.588552184733715,24.41543033584757,24.76167403361985
155,바이러스+치료제,TL3,24.18,2,36.3,24.588552184733715,24.41543033584757,24.76167403361985
208,바이러스+치료제,TL3,27.22,3,36.3,24.588552184733715,24.41543033584757,24.76167403361985
400,바이러스+치료제,TL12,24.96,10,36.3,24.588552184733715,24.41543033584757,24.76167403361985
406,바이러스+치료제,TL13,28.02,11,36.3,24.588552184733715,24.41543033584757,24.76167403361985
214,바이러스+치료제,TL9,25.64,3,36.3,24.588552184733715,24.41543033584757,24.76167403361985
229,바이러스+치료제,TH5,18.56,3,36.3,24.588552184733715,24.41543033584757,24.76167403361985
232,바이러스+치료제,TH8,24.15,3,36.4,24.63980128368559,24.465428325446485,24.814174241924693
138,바이러스+치료제,TL1,26.43,2,36.4,24.63980128368559,24.465428325446485,24.814174241924693
278,바이러스+치료제,TH4,20.34,4,36.4,24.63980128368559,24.465428325446485,24.814174241924693
118,바이러스+치료제,TH2,25.1,1,36.4,24.63980128368559,24.465428325446485,24.814174241924693
224,바이러스+치료제,TL8,24.28,3,36.4,24.63980128368559,24.465428325446485,24.814174241924693
108,바이러스+치료제,TL3,22.21,1,36.4,24.63980128368559,24.465428325446485,24.814174241924693
83,바이러스+치료제,TL15,31.0,1,36.4,24.63980128368559,24.465428325446485,24.814174241924693
42,바이러스+치료제,TL6,25.51,0,36.4,24.63980128368559,24.465428325446485,24.814174241924693
25,바이러스+치료제,TL11,24.73,0,36.4,24.63980128368559,24.465428325446485,24.814174241924693
213,바이러스+치료제,TL8,26.13,3,36.4,24.63980128368559,24.465428325446485,24.814174241924693
18,바이러스+치료제,TL4,24.13,0,36.4,24.63980128368559,24.465428325446485,24.814174241924693
210,바이러스+치료제,TL5,24.98,3,36.4,24.63980128368559,24.465428325446485,24.814174241924693
123,바이러스+치료제,TH7,24.97,1,36.4,24.63980128368559,24.465428325446485,24.814174241924693
54,바이러스+치료제,TH7,25.11,0,36.5,24.691050382637467,24.515300663171875,24.86680010210306
145,바이러스+치료제,TL8,25.6,2,36.5,24.691050382637467,24.515300663171875,24.86680010210306
392,바이러스+치료제,TL14,23.02,8,36.5,24.691050382637467,24.515300663171875,24.86680010210306
396,바이러스+치료제,TL13,27.7,9,36.5,24.691050382637467,24.515300663171875,24.86680010210306
159,바이러스+치료제,TL8,24.53,2,36.5,24.691050382637467,24.515300663171875,24.86680010210306
166,바이러스+치료제,TH4,24.18,2,36.5,24.691050382637467,24.515300663171875,24.86680010210306
281,바이러스+치료제,TH7,20.64,4,36.5,24.691050382637467,24.515300663171875,24.86680010210306
202,바이러스+치료제,TL7,21.8,2,36.5,24.691050382637467,24.515300663171875,24.86680010210306
199,바이러스+치료제,TL4,27.4,2,36.5,24.691050382637467,24.515300663171875,24.86680010210306
209,바이러스+치료제,TL4,24.25,3,36.5,24.691050382637467,24.515300663171875,24.86680010210306
246,바이러스+치료제,TH7,24.51,3,36.5,24.691050382637467,24.515300663171875,24.86680010210306
200,바이러스+치료제,TL5,25.7,2,36.5,24.691050382637467,24.515300663171875,24.86680010210306
422,바이러스+치료제,TL14,25.65,14,36.5,24.691050382637467,24.515300663171875,24.86680010210306
26,바이러스+치료제,TH1,25.89,0,36.6,24.742299481589345,24.565050276955617,24.919548686223077
103,바이러스+치료제,TH9,23.0,1,36.6,24.742299481589345,24.565050276955617,24.919548686223077
16,바이러스+치료제,TL2,25.17,0,36.6,24.742299481589345,24.565050276955617,24.919548686223077
133,바이러스+치료제,TL6,19.6,1,36.6,24.742299481589345,24.565050276955617,24.919548686223077
31,바이러스+치료제,TH6,26.0,0,36.6,24.742299481589345,24.565050276955617,24.919548686223077
35,바이러스+치료제,TH10,29.44,0,36.6,24.742299481589345,24.565050276955617,24.919548686223077
24,바이러스+치료제,TL10,28.0,0,36.6,24.742299481589345,24.565050276955617,24.919548686223077
79,바이러스+치료제,TL11,28.03,1,36.6,24.742299481589345,24.565050276955617,24.919548686223077
339,바이러스+치료제,TH7,24.19,5,36.6,24.742299481589345,24.565050276955617,24.919548686223077
421,바이러스+치료제,TL13,28.67,14,36.6,24.742299481589345,24.565050276955617,24.919548686223077
81,바이러스+치료제,TL13,27.54,1,36.6,24.742299481589345,24.565050276955617,24.919548686223077
168,바이러스+치료제,TH6,24.76,2,36.6,24.742299481589345,24.565050276955617,24.919548686223077
414,바이러스+치료제,TL11,28.22,13,36.6,24.742299481589345,24.565050276955617,24.919548686223077
398,바이러스+치료제,TL15,31.42,9,36.7,24.79354858054122,24.614680253221312,24.972416907861128
403,바이러스+치료제,TL15,31.02,10,36.7,24.79354858054122,24.614680253221312,24.972416907861128
86,바이러스+치료제,TL3,23.55,1,36.7,24.79354858054122,24.614680253221312,24.972416907861128
28,바이러스+치료제,TH3,24.5,0,36.7,24.79354858054122,24.614680253221312,24.972416907861128
27,바이러스+치료제,TH2,23.7,0,36.7,24.79354858054122,24.614680253221312,24.972416907861128
157,바이러스+치료제,TL6,25.1,2,36.7,24.79354858054122,24.614680253221312,24.972416907861128
17,바이러스+치료제,TL3,24.23,0,36.7,24.79354858054122,24.614680253221312,24.972416907861128
277,바이러스+치료제,TL11,22.18,4,36.7,24.79354858054122,24.614680253221312,24.972416907861128
30,바이러스+치료제,TH5,21.71,0,36.8,24.84479767949309,24.664193809609223,25.02540154937697
56,바이러스+치료제,TH9,25.71,0,36.8,24.84479767949309,24.664193809609223,25.02540154937697
87,바이러스+치료제,TL4,23.51,1,36.8,24.84479767949309,24.664193809609223,25.02540154937697
307,바이러스+치료제,TL2,27.1,5,36.8,24.84479767949309,24.664193809609223,25.02540154937697
158,바이러스+치료제,TL7,24.48,2,36.8,24.84479767949309,24.664193809609223,25.02540154937697
248,바이러스+치료제,TH9,25.26,3,36.8,24.84479767949309,24.664193809609223,25.02540154937697
142,바이러스+치료제,TL5,25.32,2,36.8,24.84479767949309,24.664193809609223,25.02540154937697
394,바이러스+치료제,TL11,27.8,9,36.8,24.84479767949309,24.664193809609223,25.02540154937697
144,바이러스+치료제,TL7,26.99,2,36.8,24.84479767949309,24.664193809609223,25.02540154937697
222,바이러스+치료제,TL6,25.11,3,36.8,24.84479767949309,24.664193809609223,25.02540154937697
397,바이러스+치료제,TL14,24.36,9,36.8,24.84479767949309,24.664193809609223,25.02540154937697
241,바이러스+치료제,TL10,24.86,3,36.8,24.84479767949309,24.664193809609223,25.02540154937697
342,바이러스+치료제,TH10,19.04,5,36.9,24.89604677844497,24.71359426835065,25.078499288539284
97,바이러스+치료제,TH3,23.77,1,36.9,24.89604677844497,24.71359426835065,25.078499288539284
48,바이러스+치료제,TH1,22.67,0,36.9,24.89604677844497,24.71359426835065,25.078499288539284
34,바이러스+치료제,TH9,23.84,0,36.9,24.89604677844497,24.71359426835065,25.078499288539284
110,바이러스+치료제,TL5,36.45,1,36.9,24.89604677844497,24.71359426835065,25.078499288539284
102,바이러스+치료제,TH8,24.96,1,36.9,24.89604677844497,24.71359426835065,25.078499288539284
215,바이러스+치료제,TL10,21.96,3,36.9,24.89604677844497,24.71359426835065,25.078499288539284
212,바이러스+치료제,TL7,26.97,3,37.0,24.947295877396847,24.76288503068148,25.131706724112217
170,바이러스+치료제,TH8,24.13,2,37.0,24.947295877396847,24.76288503068148,25.131706724112217
169,바이러스+치료제,TH7,22.28,2,37.0,24.947295877396847,24.76288503068148,25.131706724112217
239,바이러스+치료제,TL8,25.58,3,37.0,24.947295877396847,24.76288503068148,25.131706724112217
